,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
"0,1,A,""Agilent Technologies, Inc."",Healthcare,Diagnostics & Research,USA,44.89B,36.74,144.68,-0.34%,""2,198,417"",S&P 500,3.94,0.20%,302.00M,-0.32%,27.08,10.37%,-19.27%,301.14M,-6.24%,1.21B,2.62,1.18,90.70%,1.42%,-5.60%,6.32B,7.10,71.00%,0.22%,2.66,-1.97%,17.90,8.08,11.70%,175.32,14.63%,5.08,28.50,14.00%,24.30%,112.47 - 179.57,-9.38%,0.84,42.31,22.90%,14.70%,-19.43%,1.01,0.58%,1.70,8.50%,53.90%,28.64%,3.77,17000,2.20,11.90%,21.30%,36.66,2.49% 2.41%,Yes,0.51,102.30%,19.10%,1.37,145.17,Yes,0.51,Nov 22 AMC,19.10%,1.61M,-,-5.35%,-6.62%,-4.35%"
"1144,1145,LILAK,Liberty Latin America Ltd.,Communication Services,Telecom Services,USA,2.04B,18.40,11.15,0.18%,""685,928"",-,0.61,7.20%,182.94M,-3.55%,19.22,-36.30%,0.00%,182.19M,2.39%,-,-,0.12,77.75%,0.98%,-12.75%,4.62B,0.44,125.90%,-,2.30,-14.95%,12.73,0.88,-,17.40,0.09%,-,-,-,-,9.74 - 14.95,-2.19%,-,-,-,-,-25.44%,-,-,-,-,-,14.48%,0.37,11900,-,34.30%,-,44.50,3.27% 3.41%,Yes,-,-,-,0.88,11.13,Yes,-,Nov 02 AMC,-,778.53K,2.20,-1.53%,-5.43%,-15.60%"
"1145,1146,LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom,169.31B,48.36,328.63,-1.43%,""1,823,222"",S&P 500,6.79,0.10%,515.17M,-2.27%,28.09,10.42%,-0.94%,511.51M,-3.73%,3.57B,2.79,2.38,79.90%,0.45%,6.61%,29.77B,5.69,17.40%,-0.19%,1.58,15.44%,86.04,3.82,4.20%,366.48,27.33%,9.12,36.02,17.32%,7.80%,240.80 - 352.18,-5.14%,4.24,48.39,-2.60%,3.90%,-6.69%,0.85,1.29%,0.70,20.40%,43.90%,36.47%,5.58,72159,0.80,11.90%,15.70%,41.74,1.68% 1.47%,Yes,0.38,42.70%,12.00%,1.25,333.41,Yes,0.26,Oct 28 BMO,60.40%,1.46M,1.90,-3.14%,-1.60%,6.69%"
"1146,1147,LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,USA,7.65B,20.20,106.36,0.99%,""760,714"",-,5.27,0.90%,72.70M,1.01%,15.95,9.27%,-12.48%,71.85M,1.98%,411.70M,2.56,1.57,94.30%,9.55%,24.85%,1.74B,4.40,190.20%,0.06%,8.85,31.89%,27.12,3.92,11.50%,111.00,0.04%,26.21,4.06,7.90%,20.50%,65.67 - 110.79,0.56%,-,11.01,148.90%,14.60%,-3.99%,0.85,-,3.60,14.10%,46.60%,61.96%,3.00,5618,4.00,-0.90%,31.30%,61.47,3.21% 2.58%,Yes,0.61,26.00%,23.70%,0.98,105.32,Yes,0.41,Nov 04 BMO,0.00%,775.57K,2.00,0.75%,9.60%,21.93%"
"1147,1148,LIVN,LivaNova PLC,Healthcare,Medical Devices,United Kingdom,4.62B,-,84.78,-0.09%,""261,886"",-,-8.30,0.30%,53.23M,2.66%,32.85,24.63%,-6.18%,53.04M,5.46%,-406.60M,-,0.52,-,2.99%,1.06%,1.03B,4.46,-119.70%,0.02%,4.21,11.52%,25.44,3.33,-17.40%,106.00,24.48%,-,-,29.30%,-35.90%,61.76 - 93.89,-3.03%,-,56.65,-50.90%,-15.20%,-9.70%,0.90,-,0.80,17.60%,66.20%,37.27%,2.67,4000,1.00,5.50%,-31.80%,51.92,2.73% 3.18%,Yes,0.18,-169.70%,-39.30%,0.69,84.86,Yes,0.01,Nov 03 BMO,-,377.53K,1.70,0.36%,-0.06%,2.48%"
"1148,1149,LKFN,Lakeland Financial Corporation,Financial,Banks - Regional,USA,2.12B,22.58,84.86,0.41%,""167,685"",-,3.76,1.50%,25.48M,1.76%,23.89,-5.25%,-1.56%,24.34M,16.87%,96.00M,2.26,0.96,84.70%,7.88%,12.71%,194.80M,10.91,-2.40%,0.06%,12.94,48.67%,26.81,3.17,1.60%,71.33,41.81%,22.80,3.72,10.00%,14.40%,56.06 - 84.93,5.89%,1.36,29.31,12.40%,21.50%,-0.08%,0.77,1.60%,-,9.50%,-,51.37%,1.84,585,-,7.20%,90.80%,75.70,1.86% 2.30%,Yes,0.00,5.30%,49.30%,1.13,84.51,Yes,0.00,Jan 25 BMO,35.00%,148.24K,3.00,6.49%,11.76%,23.86%"
"1149,1150,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,16.83B,16.47,56.68,-1.43%,""902,206"",S&P 500,3.44,0.30%,294.03M,-2.73%,14.21,3.16%,-0.20%,289.94M,-0.30%,1.04B,0.49,0.78,98.70%,1.94%,2.59%,12.86B,1.31,20.40%,-1.16%,3.75,16.70%,20.07,2.82,8.30%,65.89,49.75%,1.36,41.79,33.50%,17.80%,34.79 - 60.43,-5.58%,1.00,11.40,8.80%,8.50%,-6.21%,1.62,1.76%,0.80,10.10%,40.60%,62.92%,1.25,44000,1.80,8.20%,11.20%,42.74,2.05% 2.08%,Yes,0.40,51.60%,8.10%,0.60,57.50,Yes,0.40,Oct 28 BMO,7.20%,1.50M,1.60,-2.33%,-2.01%,8.96%"
"1150,1151,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,USA,233.37B,37.29,244.12,-2.22%,""2,870,153"",S&P 500,6.55,11.30%,906.70M,-5.93%,29.01,3.65%,-1.29%,904.82M,-11.32%,5.97B,5.27,2.17,84.20%,0.53%,2.62%,27.76B,8.41,36.90%,0.08%,1.57,4.26%,8.56,28.52,12.60%,285.99,27.97%,4.00,61.01,7.08%,89.30%,178.58 - 283.90,-11.62%,3.92,94.76,24.60%,22.60%,-14.01%,0.38,1.61%,1.00,4.20%,74.80%,36.70%,7.13,35000,1.30,18.00%,21.70%,32.89,2.45% 2.42%,Yes,2.20,-8.10%,21.50%,0.94,249.67,Yes,2.00,Feb 03 BMO,50.00%,3.05M,-,-8.69%,-6.43%,3.83%"
"1151,1152,LMND,""Lemonade, Inc."",Financial,Insurance - Property & Casualty,USA,2.06B,-,35.22,-1.01%,""2,243,654"",-,-3.39,0.60%,61.58M,-5.17%,-,-13.70%,-9.46%,41.09M,-19.75%,-204.90M,-,-1.13,38.50%,32.63%,-46.19%,107.90M,19.13,-47.00%,0.04%,7.00,-58.19%,17.02,2.07,-15.40%,59.67,-76.16%,5.45,6.46,-,-21.40%,34.07 - 182.90,-16.36%,-,-,-,-22.60%,-80.74%,-,-,-,-,-,3.38%,3.45,567,-,100.60%,-,35.89,8.80% 8.56%,Yes,0.00,-88.40%,-,1.17,35.58,Yes,0.00,Nov 08 AMC,-,1.92M,3.20,-13.83%,-28.10%,-52.45%"
"1152,1153,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,USA,102.15B,17.19,372.62,2.04%,""2,154,504"",S&P 500,21.67,0.08%,276.20M,3.47%,14.18,16.99%,0.00%,274.44M,8.19%,6.06B,3.58,7.15,74.70%,0.98%,1.91%,66.35B,1.54,11.60%,-0.00%,1.63,0.16%,34.87,10.69,11.80%,385.71,7.30%,9.95,37.46,4.80%,85.10%,319.81 - 396.99,4.84%,11.20,46.08,19.80%,40.10%,-6.14%,0.93,3.01%,1.20,10.00%,13.40%,16.51%,5.76,114000,1.40,-2.80%,13.50%,73.69,1.92% 1.52%,Yes,1.21,-64.60%,9.10%,1.31,365.18,Yes,1.21,Oct 26 BMO,47.80%,1.65M,2.40,5.39%,7.91%,2.42%"
"1153,1154,LNC,Lincoln National Corporation,Financial,Insurance - Life,USA,13.34B,11.03,74.32,2.24%,""1,043,972"",S&P 500,6.74,0.60%,187.28M,1.67%,6.79,26.57%,-26.65%,169.63M,10.79%,1.29B,0.25,2.07,80.70%,2.05%,2.79%,18.76B,0.71,-44.70%,0.03%,2.45,30.39%,113.04,0.66,0.40%,77.08,44.59%,14.57,5.10,43.93%,6.20%,44.59 - 77.57,8.88%,1.80,-,-12.10%,2.80%,-4.19%,2.07,2.42%,-,5.00%,-,66.67%,2.11,10000,-,-2.20%,9.80%,64.63,3.25% 2.73%,Yes,0.31,-17.50%,7.10%,0.74,72.69,Yes,0.30,Feb 02 AMC,23.70%,1.42M,2.50,7.10%,6.73%,10.08%"
"1154,1155,LNG,""Cheniere Energy, Inc."",Energy,Oil & Gas Midstream,USA,28.93B,-,113.00,0.26%,""1,727,947"",-,-4.82,0.10%,253.60M,4.13%,12.65,3179.30%,-0.97%,250.63M,11.38%,-1214.00M,-,1.81,93.00%,1.25%,2.27%,12.09B,2.39,-113.40%,0.23%,1.89,39.80%,-4.96,-,-3.30%,125.43,70.51%,8.60,13.13,24.02%,356.80%,58.26 - 115.73,11.42%,1.32,20.75,39.90%,7.70%,-2.36%,1.41,1.17%,0.80,103.10%,8.20%,93.96%,3.10,1519,0.90,119.20%,-7.90%,66.03,3.20% 2.84%,Yes,-,-132.80%,-10.00%,1.04,112.71,Yes,-,Nov 04 BMO,-,1.66M,1.60,7.33%,7.57%,22.97%"
"1155,1156,LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,USA,15.04B,23.71,60.07,-0.94%,""1,146,883"",S&P 500,2.53,0.10%,250.30M,-1.51%,21.92,3.95%,0.00%,250.09M,-0.69%,635.00M,3.89,0.36,77.10%,1.11%,7.71%,3.56B,4.23,5.90%,0.01%,2.53,3.48%,23.91,2.51,3.50%,60.78,21.43%,0.08,752.20,6.10%,10.90%,45.99 - 62.35,-2.28%,1.61,-,7.90%,6.20%,-3.66%,0.41,2.68%,0.50,1.00%,94.00%,30.62%,1.03,3375,0.70,11.30%,21.80%,51.40,1.91% 1.68%,Yes,1.23,3.70%,17.80%,1.05,60.64,Yes,1.12,Nov 04 AMC,62.50%,1.09M,2.50,-0.71%,2.93%,3.88%"
"1156,1157,LOB,""Live Oak Bancshares, Inc."",Financial,Banks - Regional,USA,3.56B,21.69,80.83,-4.22%,""224,545"",-,3.73,1.20%,43.33M,-10.27%,28.18,-23.56%,-33.24%,31.82M,-4.91%,166.40M,-,0.70,60.30%,6.57%,14.41%,352.10M,10.12,204.20%,0.17%,6.90,46.17%,15.91,5.08,2.00%,96.60,64.39%,8.01,10.09,-,26.60%,38.50 - 99.89,-7.40%,0.12,-,15.70%,9.60%,-19.08%,1.47,0.15%,-,53.00%,-,109.95%,3.70,755,-,23.60%,76.70%,41.20,4.69% 4.23%,Yes,0.83,-7.60%,47.30%,0.74,84.39,Yes,0.06,Oct 27 AMC,3.10%,302.93K,2.20,-5.06%,-9.00%,16.66%"
"1157,1158,LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland,14.90B,15.66,84.93,2.93%,""731,327"",-,5.42,6.70%,168.39M,4.86%,18.55,5.43%,0.00%,166.45M,2.33%,934.60M,-,1.10,32.50%,6.12%,-3.41%,5.82B,2.56,107.70%,-14.22%,12.11,-28.02%,13.44,6.32,23.60%,123.81,-15.84%,6.48,13.10,-8.18%,41.50%,76.70 - 140.17,2.97%,0.95,18.94,48.10%,41.80%,-39.41%,0.86,1.12%,1.50,21.10%,44.20%,10.73%,2.16,9000,2.10,3.90%,19.30%,54.18,3.28% 2.18%,Yes,0.00,-47.70%,16.10%,0.87,82.51,Yes,0.00,Jan 24 AMC,15.70%,841.37K,2.30,1.45%,3.83%,-16.65%"
"1158,1159,LOPE,""Grand Canyon Education, Inc."",Consumer Defensive,Education & Training Services,USA,3.53B,15.27,87.33,1.23%,""256,785"",-,5.72,1.55%,44.21M,0.16%,13.75,5.13%,0.00%,39.45M,10.92%,262.00M,-,2.11,-,2.71%,-2.88%,883.50M,3.99,1.60%,-0.07%,2.75,-3.16%,31.68,2.76,14.40%,101.40,-2.78%,1.51,57.80,-,17.20%,70.00 - 115.96,1.89%,-,11.41,14.40%,12.00%,-24.69%,0.50,-,0.90,1.60%,57.40%,24.76%,2.58,3650,0.90,4.20%,31.40%,59.63,2.86% 3.06%,Yes,0.06,-2.60%,29.70%,0.66,86.27,Yes,0.00,Oct 28 AMC,0.00%,388.76K,1.60,1.88%,7.90%,-2.90%"
"1159,1160,LOW,""Lowe's Companies, Inc."",Consumer Cyclical,Home Improvement Retail,USA,168.37B,21.14,243.40,-2.91%,""3,206,018"",S&P 500,11.51,0.06%,690.00M,-3.06%,18.82,8.27%,0.00%,673.19M,-5.49%,8.18B,1.27,1.69,77.60%,1.08%,11.06%,95.22B,1.77,41.20%,0.24%,2.19,26.18%,-2.28,-,16.60%,277.83,42.06%,-,-,16.70%,-,150.84 - 263.31,-5.83%,3.20,33.79,23.20%,28.80%,-7.56%,1.29,1.31%,0.40,8.70%,33.10%,61.36%,5.61,220000,1.20,2.70%,12.40%,40.50,2.33% 1.88%,Yes,-,198.70%,8.60%,0.97,250.70,Yes,-,Nov 17 BMO,22.50%,3.32M,2.00,-3.63%,-2.21%,14.34%"
"1160,1161,LPL,""LG Display Co., Ltd."",Technology,Consumer Electronics,South Korea,7.22B,5.74,10.23,0.69%,""581,631"",-,1.78,51.10%,715.63M,0.69%,8.67,-29.76%,0.00%,444.10M,6.56%,1.31B,0.18,0.47,2.80%,0.75%,32.51%,23.68B,0.30,96.80%,1.03%,5.69,3.96%,15.07,0.68,3.40%,11.30,7.68%,4.09,2.50,32.50%,10.20%,7.25 - 12.31,1.29%,-,4.77,-15.90%,1.20%,-16.86%,1.08,-,0.70,-3.10%,18.90%,41.09%,0.24,60429,1.00,7.20%,7.90%,58.37,1.87% 1.69%,Yes,1.04,1281.10%,4.30%,0.99,10.16,No,0.66,-,0.00%,585.00K,1.00,3.06%,9.93%,7.40%"
"1161,1162,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,13.82B,30.94,175.78,0.02%,""559,320"",-,5.68,0.70%,80.18M,-0.92%,18.81,34.43%,-12.33%,79.67M,7.60%,463.30M,1.48,1.55,97.70%,1.05%,1.90%,7.21B,1.92,-11.50%,0.21%,1.86,37.78%,20.16,8.72,6.60%,205.18,48.05%,22.76,7.72,20.90%,31.30%,103.88 - 181.92,9.80%,1.00,52.64,27.40%,14.70%,-3.38%,1.09,0.57%,-,6.60%,98.80%,69.21%,5.19,5457,-,38.40%,9.90%,62.39,3.34% 2.74%,Yes,1.87,-2.30%,6.40%,1.25,175.75,Yes,1.75,Feb 03 AMC,17.20%,447.54K,2.00,5.70%,6.58%,15.33%"
"1162,1163,LPRO,Open Lending Corporation,Financial,Credit Services,USA,2.46B,18.48,19.50,-5.20%,""737,849"",-,1.05,4.90%,126.19M,-4.04%,21.20,-15.67%,-46.47%,102.24M,-9.68%,133.40M,-,0.16,81.00%,2.81%,-44.32%,203.70M,12.07,-390.00%,0.11%,2.92,-49.02%,1.01,19.31,45.40%,41.33,-48.89%,0.72,27.06,-,183.10%,19.59 - 44.00,-13.26%,-,32.97,-,27.20%,-55.68%,0.36,-,9.70,-,91.70%,-0.48%,1.24,104,9.70,97.70%,91.30%,35.04,5.78% 5.56%,Yes,1.15,137.70%,65.50%,0.75,20.57,Yes,1.13,Nov 09 AMC,0.00%,986.47K,1.60,-12.43%,-21.10%,-43.26%"
"1163,1164,LPSN,""LivePerson, Inc."",Technology,Software - Application,USA,2.39B,-,33.43,1.27%,""735,586"",-,-1.29,0.40%,69.80M,2.99%,-,-84.30%,-4.08%,66.02M,-5.56%,-88.40M,-,-0.46,-,14.57%,-43.25%,447.90M,5.34,-6.40%,-0.12%,10.34,-43.97%,3.76,8.89,-8.50%,64.79,-49.07%,8.86,3.78,25.00%,-34.40%,31.10 - 72.23,-6.41%,-,-,-28.40%,-11.60%,-53.72%,1.12,-,3.30,8.90%,68.70%,7.49%,1.70,1201,3.30,24.80%,-12.20%,37.56,5.32% 4.87%,Yes,2.18,19.30%,-19.70%,0.79,33.01,Yes,2.17,Nov 02 AMC,-,930.87K,-,-4.03%,-14.39%,-38.25%"
"1164,1165,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,USA,6.81B,5.36,75.60,-2.95%,""939,613"",-,14.11,0.90%,94.00M,3.04%,8.89,-37.50%,2.47%,86.78M,-0.21%,1.44B,1.07,1.80,-,4.28%,13.80%,4.42B,1.54,212.30%,0.08%,2.99,47.34%,14.55,5.20,62.60%,80.62,99.16%,6.74,11.22,5.00%,105.90%,37.24 - 79.77,-3.51%,0.72,4.93,56.50%,32.30%,-5.23%,1.76,0.95%,2.10,8.10%,47.20%,103.03%,2.60,4500,2.80,53.30%,42.30%,52.12,3.00% 3.18%,Yes,0.25,147.90%,32.60%,0.76,77.90,Yes,0.25,Nov 02 BMO,4.80%,1.24M,2.30,-0.59%,4.75%,17.52%"
"1165,1166,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,107.77B,24.65,729.82,6.27%,""1,909,381"",S&P 500,29.61,0.20%,141.74M,9.04%,19.83,6.20%,-15.45%,140.50M,4.66%,4.26B,1.53,8.50,84.60%,1.32%,29.29%,15.75B,6.84,78.10%,0.40%,1.35,23.38%,41.06,17.77,27.50%,731.48,33.29%,31.23,23.37,16.06%,75.10%,481.05 - 731.85,1.48%,6.00,48.21,38.80%,36.40%,-0.28%,1.18,0.82%,2.40,20.00%,46.20%,51.71%,25.30,14100,3.30,35.50%,31.10%,61.34,4.68% 3.37%,Yes,0.86,47.90%,27.10%,1.39,686.77,Yes,0.86,Jan 26 AMC,17.40%,1.37M,2.20,5.09%,9.02%,16.74%"
"1166,1167,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,USA,9.06B,109.08,64.14,0.79%,""940,448"",-,0.59,1.00%,136.64M,-6.79%,53.14,18.33%,-38.30%,134.50M,-16.92%,83.40M,7.27,0.28,-,2.35%,-2.95%,480.70M,18.85,5.90%,-0.01%,3.27,27.16%,2.88,22.27,12.10%,79.30,48.85%,1.29,49.91,15.00%,21.30%,37.38 - 85.45,-16.77%,-,70.06,17.60%,9.20%,-24.94%,0.96,-,2.80,0.10%,61.50%,71.59%,3.55,746,3.40,28.10%,18.40%,32.98,5.53% 4.97%,Yes,0.41,111.90%,17.30%,0.97,63.64,Yes,0.37,Nov 02 AMC,0.00%,967.26K,2.00,-11.87%,-16.41%,3.54%"
"1167,1168,LSI,""Life Storage, Inc."",Real Estate,REIT - Industrial,USA,11.86B,49.08,138.80,-0.59%,""481,681"",-,2.83,0.40%,82.02M,-0.22%,39.25,17.12%,-18.10%,81.27M,-4.40%,216.80M,9.82,0.79,94.40%,1.51%,11.08%,733.90M,16.16,-13.60%,0.18%,2.18,23.81%,40.30,3.44,4.20%,155.91,69.39%,1.59,87.08,5.00%,8.00%,79.33 - 154.45,-9.39%,4.00,119.20,0.20%,5.10%,-10.13%,0.45,2.88%,-,11.00%,67.80%,74.96%,3.38,2078,-,33.30%,40.90%,41.55,2.16% 2.31%,Yes,0.69,155.10%,29.50%,0.86,139.63,Yes,0.69,Nov 02 AMC,103.50%,561.11K,1.70,-4.86%,-0.41%,17.42%"
"1168,1169,LSPD,Lightspeed Commerce Inc.,Technology,Software - Application,Canada,6.91B,-,36.56,-2.69%,""1,278,982"",-,-1.95,9.66%,138.80M,0.33%,-,-,0.00%,133.92M,-13.75%,-245.80M,-,-0.08,60.49%,2.57%,-62.97%,495.40M,13.95,-89.50%,-,2.20,-52.90%,27.81,1.31,-8.40%,-,-47.99%,7.95,4.60,-,-9.20%,33.82 - 130.02,-9.57%,-,-,-13.50%,-6.20%,-71.88%,-,-,8.50,48.50%,51.20%,8.10%,2.55,1800,8.50,192.70%,-54.90%,34.19,6.47% 6.04%,Yes,0.02,-107.70%,-49.60%,0.82,37.57,Yes,0.02,Nov 04 BMO,-,1.56M,2.10,-7.41%,-27.82%,-52.80%"
"1169,1170,LSTR,""Landstar System, Inc."",Industrials,Integrated Freight & Logistics,USA,6.46B,19.24,167.26,0.14%,""316,219"",-,8.69,0.74%,38.22M,-0.09%,16.94,1.09%,0.00%,37.83M,-3.91%,333.30M,0.88,2.71,99.70%,2.68%,4.16%,5.89B,1.10,-13.10%,0.05%,3.75,11.38%,23.54,7.11,19.50%,176.08,13.06%,6.92,24.18,21.80%,41.90%,136.76 - 186.52,-5.52%,1.00,59.88,8.10%,22.60%,-10.33%,1.03,0.60%,1.70,4.50%,14.20%,22.30%,4.37,1320,1.70,59.70%,7.50%,42.39,2.69% 2.38%,Yes,0.21,60.10%,5.70%,1.17,167.03,Yes,0.07,Jan 26 AMC,10.10%,270.86K,3.10,-2.52%,-3.00%,1.50%"
"1170,1171,LSXMA,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA,4.70B,-,48.63,-1.24%,""902,932"",-,-0.65,3.94%,96.56M,-1.16%,16.60,7.30%,0.00%,-,0.29%,-,-,0.57,98.03%,-,-0.61%,8.60B,0.55,217.20%,-,7.33,9.33%,24.55,1.98,-,69.86,21.94%,-,-,3.30%,-,39.40 - 56.26,-4.37%,-,-,-,-,-13.56%,-,-,-,-,-,23.43%,0.95,-,-,8.50%,-,38.95,1.46% 1.88%,Yes,-,2750.00%,-,1.35,49.24,Yes,-,Nov 04 BMO,-,668.16K,1.70,-2.08%,-4.08%,2.25%"
"1171,1172,LSXMK,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA,10.91B,-,48.66,-1.20%,""825,075"",-,-0.65,10.44%,224.11M,-1.14%,13.86,31.50%,0.00%,-,0.77%,-,-,0.57,84.27%,-,-0.21%,8.60B,1.27,219.20%,-,4.49,10.72%,24.55,1.98,-,64.67,22.11%,-,-,-5.00%,-,39.05 - 56.19,-4.31%,-,-,-,-,-13.40%,-,-,-,-,-,24.61%,0.99,-,-,8.50%,-,41.46,1.65% 1.92%,Yes,-,2750.00%,-,1.14,49.25,Yes,-,-,-,726.45K,1.70,-1.75%,-3.67%,2.61%"
"1172,1173,LTH,""Life Time Group Holdings, Inc."",Consumer Cyclical,Leisure,USA,3.38B,-,17.45,0.75%,""746,685"",-,-2.18,8.20%,193.41M,5.76%,174.50,104.90%,0.00%,165.17M,-8.64%,-417.00M,-,-0.41,78.20%,4.03%,2.89%,1.03B,3.27,-,-,9.00,-,8.27,2.11,-,23.70,-,0.54,32.39,-,-,15.81 - 23.37,1.39%,-,-,-,-6.50%,-25.33%,-,-,0.40,-,31.80%,10.37%,0.99,10000,0.50,-20.80%,-,47.04,3.98% 5.80%,No,1.90,-183.50%,-,1.01,17.32,Yes,1.87,Oct 28 AMC,-,739.10K,2.10,0.90%,-7.69%,-5.51%"
"1173,1174,LTHM,Livent Corporation,Basic Materials,Specialty Chemicals,USA,3.96B,-,24.58,0.24%,""1,562,536"",-,-0.08,0.20%,161.60M,3.28%,52.41,198.73%,-1.32%,160.45M,-3.68%,-11.90M,-,0.06,98.80%,14.00%,-7.25%,379.70M,10.43,-137.60%,0.78%,8.27,42.82%,4.85,5.07,-1.10%,30.38,9.34%,1.21,20.28,1.00%,-1.80%,14.73 - 33.04,0.82%,-,-,-,-1.80%,-25.61%,-,-,3.60,-,17.60%,66.87%,1.42,906,4.90,42.70%,1.80%,46.31,5.05% 5.16%,Yes,0.31,3.30%,-3.10%,0.58,24.52,Yes,0.31,Nov 04 AMC,-,2.72M,2.60,0.44%,-10.33%,8.24%"
"1174,1175,LU,Lufax Holding Ltd,Financial,Credit Services,China,12.04B,4.67,4.99,-1.19%,""4,604,330"",-,1.07,-,2.46B,-7.08%,4.14,13.68%,-,871.58M,-16.69%,2.63B,0.28,0.20,11.30%,1.83%,-24.74%,9.29B,1.29,-8.20%,0.51%,1.92,-42.84%,5.84,0.85,5.70%,12.90,-64.38%,1.98,2.51,16.40%,19.20%,4.73 - 18.30,-11.37%,-,-,-,13.30%,-72.73%,-,-,-,-,-,5.50%,0.41,87240,-,22.30%,40.30%,38.41,6.22% 7.64%,Yes,0.43,87.20%,28.30%,0.55,5.05,Yes,0.43,Nov 09 AMC,0.00%,8.32M,1.70,-8.66%,-18.16%,-44.27%"
"1175,1176,LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,Canada,44.34B,49.38,328.98,-2.17%,""1,824,647"",-,6.66,0.10%,129.68M,-7.38%,35.80,18.61%,-19.05%,114.56M,-18.26%,870.70M,1.77,3.34,88.20%,1.91%,-18.47%,5.86B,7.57,-8.70%,0.18%,1.92,-11.81%,20.50,16.05,19.90%,467.24,-4.51%,7.37,44.62,27.90%,33.10%,269.28 - 485.83,-15.96%,-,42.20,18.90%,23.00%,-32.28%,1.28,-,1.20,16.40%,57.80%,22.17%,13.90,19000,2.10,29.80%,20.50%,24.37,4.49% 3.37%,Yes,0.00,31.50%,14.90%,1.61,336.27,Yes,0.00,Dec 09 AMC,0.00%,1.14M,2.10,-12.74%,-21.67%,-14.52%"
"1176,1177,LUMN,""Lumen Technologies, Inc."",Communication Services,Telecom Services,USA,11.96B,-,12.34,0.57%,""16,797,486"",S&P 500,-0.71,0.20%,1.06B,-10.38%,7.82,-18.42%,-6.00%,1.02B,3.18%,-764.00M,-,0.53,82.00%,9.32%,2.07%,19.96B,0.60,76.80%,-0.00%,8.53,-2.30%,10.53,1.17,-1.30%,11.30,7.96%,0.66,18.83,-11.70%,-6.70%,10.82 - 16.60,-1.67%,1.00,4.49,-22.20%,0.90%,-25.66%,0.96,8.10%,1.40,3.00%,56.80%,14.05%,0.43,37000,1.40,-5.40%,6.50%,42.46,3.31% 2.90%,Yes,2.66,50.90%,-3.80%,1.51,12.27,Yes,2.44,Nov 03 AMC,-,11.11M,3.40,-3.93%,-4.91%,-5.22%"
"1177,1178,LUV,Southwest Airlines Co.,Industrials,Airlines,USA,26.25B,-,45.82,0.07%,""6,167,580"",S&P 500,-0.04,0.32%,592.00M,1.04%,24.18,187.00%,-0.64%,590.05M,14.24%,2.00M,-,0.01,79.30%,3.42%,-9.02%,12.75B,2.06,-229.20%,0.21%,2.28,-5.53%,17.31,2.65,0.00%,56.58,-1.80%,27.94,1.64,-,0.00%,38.66 - 64.75,6.96%,-,18.94,-29.70%,-13.70%,-29.24%,1.09,-,2.00,-14.50%,68.50%,18.52%,1.36,53984,2.00,161.00%,2.70%,60.74,2.58% 2.95%,Yes,1.10,137.50%,0.00%,0.70,45.79,Yes,1.07,Oct 21 BMO,0.00%,8.87M,2.10,6.79%,2.01%,-12.03%"
